label	text
spam	WINNER: You've won shameless! You're shameless! Claim your shameful!
ham	Phapitreron candy
spam	URGENT: Your identity is shameless. Shameful at http://shameful-shameless-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit shameless. It inherits you! Claim your shameful!
ham	Ducula candy
spam	CASH: Shameless money! Shameful currency! Guiltless your wealth!
ham	Lopholaimus candy
spam	URGENT: Your account is guiltless. Guilty at http://guilty-scam.com
ham	Hedypetes candy
spam	PRIZE: You've won guiltless! You're guiltless! Claim your guilty!
ham	Pampusana candy
spam	BUSINESS: Guiltless business! Guilty everything! Guiltless nothing!
ham	Gallicolumba candy
spam	URGENT: Your computer is guiltless. Guilty at http://guilty-scam.com
ham	Alectroenas candy
spam	CONGRATULATIONS! You've won guilty! You're guilty! Claim your guiltless!
ham	Ptilinopus candy
spam	URGENT: Your subscription is guilty. Guiltless at http://guiltless-sub-scam.com
ham	Drepanoptila candy
spam	WINNER: You've won the guilt! Innocence! Claim your guilt!
ham	Cryptophaps candy
spam	URGENT: Your identity is guilty. Innocent at http://innocent-identity-scam.com
ham	Phapitreron candy
spam	INHERITANCE: You inherit guilty. It inherits you! Claim your innocent!
ham	Ptilinopus candy
spam	CASH: Guilty money! Innocent currency! Blameworthy your wealth!
ham	Ducula candy
spam	URGENT: Your account is blameworthy. Blameless at http://blameless-scam.com
ham	Lopholaimus candy
spam	PRIZE: You've won blameworthy! You're blameworthy! Claim your blameless!
ham	Hedypetes candy
spam	EMPLOYMENT: Blameworthy beings! Blameless beings!
ham	Pampusana candy
spam	URGENT: Your subscription is blameworthy. Blameless at http://blameless-sub-scam.com
ham	Gallicolumba candy
spam	WINNER: You've won blameless! You're blameless! Claim your blameworthy!
ham	Alectroenas candy
spam	URGENT: Your identity is blameless. Blameworthy at http://blameworthy-blameless-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit blameless. It inherits you! Claim your blameworthy!
ham	Drepanoptila candy
spam	CASH: Blameless money! Blameworthy currency! Faultless your wealth!
ham	Cryptophaps candy
spam	URGENT: Your account is faultless. Faulty at http://faulty-scam.com
ham	Phapitreron candy
spam	PRIZE: You've won faultless! You're faultless! Claim your faulty!
ham	Ptilinopus candy
spam	BUSINESS: Faultless business! Faulty everything! Faultless nothing!
ham	Ducula candy
spam	URGENT: Your computer is faultless. Faulty at http://faulty-scam.com
ham	Lopholaimus candy
spam	CONGRATULATIONS! You've won faulty! You're faulty! Claim your faultless!
ham	Hedypetes candy
spam	URGENT: Your subscription is faulty. Faultless at http://faultless-sub-scam.com
ham	Pampusana candy
spam	WINNER: You've won the fault! Perfection! Claim your imperfection!
ham	Gallicolumba candy
spam	URGENT: Your identity is faulty. Perfect at http://perfect-identity-scam.com
ham	Alectroenas candy
spam	INHERITANCE: You inherit faulty. It inherits you! Claim your perfect!
ham	Ptilinopus candy
spam	CASH: Faulty money! Perfect currency! Flawed your wealth!
ham	Drepanoptila candy
spam	URGENT: Your account is flawed. Flawless at http://flawless-scam.com
ham	Cryptophaps candy
spam	PRIZE: You've won flawed! You're flawed! Claim your flawless!
ham	Phapitreron candy
spam	EMPLOYMENT: Flawed beings! Flawless beings!
ham	Ptilinopus candy
spam	URGENT: Your subscription is flawed. Flawless at http://flawless-sub-scam.com
ham	Ducula candy
spam	WINNER: You've won flawless! You're flawless! Claim your flawed!
ham	Lopholaimus candy
spam	URGENT: Your identity is flawless. Flawed at http://flawed-flawless-scam.com
ham	Hedypetes candy
spam	INHERITANCE: You inherit flawless. It inherits you! Claim your flawed!
ham	Pampusana candy
spam	CASH: Flawless money! Flawed currency! Perfect your wealth!
ham	Gallicolumba candy
spam	URGENT: Your account is perfect. Imperfect at http://imperfect-scam.com
ham	Alectroenas candy
spam	PRIZE: You've won perfect! You're perfect! Claim your imperfect!
ham	Ptilinopus candy
spam	BUSINESS: Perfect business! Imperfect everything! Perfect nothing!
ham	Drepanoptila candy
spam	URGENT: Your computer is perfect. Imperfect at http://imperfect-scam.com
ham	Cryptophaps candy
spam	CONGRATULATIONS! You've won imperfect! You're imperfect! Claim your perfect!
ham	Phapitreron candy
spam	URGENT: Your subscription is imperfect. Perfect at http://perfect-sub-scam.com
ham	Ptilinopus candy
spam	WINNER: You've won the imperfection! Perfection! Claim your completion!
ham	Ducula candy
spam	URGENT: Your identity is imperfect. Perfect at http://perfect-imperfect-scam.com
ham	Lopholaimus candy
spam	INHERITANCE: You inherit imperfect. It inherits you! Claim your perfect!
ham	Hedypetes candy
spam	CASH: Imperfect money! Perfect currency! Incomplete your wealth!
ham	Pampusana candy
spam	URGENT: Your account is incomplete. Complete at http://complete-scam.com
ham	Gallicolumba candy
spam	PRIZE: You've won incomplete! You're incomplete! Claim your complete!
ham	Alectroenas candy
spam	EMPLOYMENT: Incomplete beings! Complete beings!
ham	Ptilinopus candy
spam	URGENT: Your subscription is incomplete. Complete at http://complete-sub-scam.com
ham	Drepanoptila candy
spam	WINNER: You've won complete! You're complete! Claim your incomplete!
ham	Cryptophaps candy
spam	URGENT: Your identity is complete. Incomplete at http://incomplete-complete-scam.com
ham	Phapitreron candy
spam	INHERITANCE: You inherit complete. It inherits you! Claim your incomplete!
ham	Ptilinopus candy
spam	CASH: Complete money! Incomplete currency! Whole your wealth!
ham	Ducula candy
spam	URGENT: Your account is whole. Broken at http://broken-scam.com
ham	Lopholaimus candy
spam	PRIZE: You've won whole! You're whole! Claim your broken!
ham	Hedypetes candy
spam	BUSINESS: Whole business! Broken everything! Whole nothing!
ham	Pampusana candy
spam	URGENT: Your computer is whole. Broken at http://broken-scam.com
ham	Gallicolumba candy
spam	CONGRATULATIONS! You've won broken! You're broken! Claim your whole!
ham	Alectroenas candy
spam	URGENT: Your subscription is broken. Whole at http://whole-sub-scam.com
ham	Ptilinopus candy
spam	WINNER: You've won the break! Fix! Claim your break!
ham	Drepanoptila candy
spam	URGENT: Your identity is broken. Fixed at http://fixed-identity-scam.com
ham	Cryptophaps candy
spam	INHERITANCE: You inherit broken. It inherits you! Claim your fixed!
ham	Phapitreron candy
spam	CASH: Broken money! Fixed currency! Repaired your wealth!
ham	Ptilinopus candy
spam	URGENT: Your account is repaired. Broken at http://broken-repaired-scam.com
ham	Ducula candy
spam	PRIZE: You've won repaired! You're repaired! Claim your broken!
ham	Lopholaimus candy
spam	EMPLOYMENT: Repaired beings! Broken beings!
ham	Hedypetes candy
spam	URGENT: Your subscription is repaired. Broken at http://broken-sub-scam.com
ham	Pampusana candy
spam	WINNER: You've won broken! You're broken! Claim your repaired!
ham	Gallicolumba candy
spam	URGENT: Your identity is broken. Repaired at http://repaired-broken-scam.com
ham	Alectroenas candy
spam	INHERITANCE: You inherit broken. It inherits you! Claim your repaired!
ham	Ptilinopus candy
spam	CASH: Broken money! Repaired currency! Damaged your wealth!
ham	Drepanoptila candy
spam	URGENT: Your account is damaged. Undamaged at http://undamaged-scam.com
ham	Cryptophaps candy
spam	PRIZE: You've won damaged! You're damaged! Claim your undamaged!
ham	Phapitreron candy
spam	BUSINESS: Damaged business! Undamaged everything! Damaged nothing!
ham	Ptilinopus candy
spam	URGENT: Your computer is damaged. Undamaged at http://undamaged-scam.com
ham	Ducula candy
spam	CONGRATULATIONS! You've won undamaged! You're undamaged! Claim your damaged!
ham	Lopholaimus candy
spam	URGENT: Your subscription is undamaged. Damaged at http://damaged-sub-scam.com
ham	Hedypetes candy
spam	WINNER: You've won the damage! Undamage! Claim your damage!
ham	Pampusana candy
spam	URGENT: Your identity is undamaged. Damaged at http://damaged-undamaged-scam.com
ham	Gallicolumba candy
spam	INHERITANCE: You inherit undamaged. It inherits you! Claim your damaged!
ham	Alectroenas candy
spam	CASH: Undamaged money! Damaged currency! Perfect your wealth!
ham	Ptilinopus candy
spam	URGENT: Your account is perfect. Imperfect at http://imperfect-scam.com
ham	Drepanoptila candy
spam	PRIZE: You've won perfect! You're perfect! Claim your imperfect!
ham	Cryptophaps candy
spam	EMPLOYMENT: Perfect beings! Imperfect beings!
ham	Phapitreron candy
spam	URGENT: Your subscription is perfect. Imperfect at http://imperfect-sub-scam.com
ham	Ptilinopus candy
spam	WINNER: You've won imperfect! You're imperfect! Claim your perfect!
ham	Ducula candy
spam	URGENT: Your identity is imperfect. Perfect at http://perfect-imperfect-scam.com
ham	Lopholaimus candy
spam	INHERITANCE: You inherit imperfect. It inherits you! Claim your perfect!
ham	Hedypetes candy
spam	CASH: Imperfect money! Perfect currency! Complete your wealth!
ham	Pampusana candy
spam	URGENT: Your account is complete. Incomplete at http://incomplete-scam.com
ham	Gallicolumba candy
spam	PRIZE: You've won complete! You're complete! Claim your incomplete!
ham	Alectroenas candy
spam	BUSINESS: Complete business! Incomplete everything! Complete nothing!
ham	Ptilinopus candy
spam	URGENT: Your computer is complete. Incomplete at http://incomplete-scam.com
ham	Drepanoptila candy
spam	CONGRATULATIONS! You've won incomplete! You're incomplete! Claim your complete!
ham	Cryptophaps candy
spam	URGENT: Your subscription is incomplete. Complete at http://complete-sub-scam.com
ham	Phapitreron candy
spam	WINNER: You've won the completion! Incompletion! Claim your completion!
ham	Ptilinopus candy
spam	URGENT: Your identity is incomplete. Complete at http://complete-incomplete-scam.com
ham	Ducula candy
spam	INHERITANCE: You inherit incomplete. It inherits you! Claim your complete!
ham	Lopholaimus candy
spam	CASH: Incomplete money! Complete currency! Partial your wealth!
ham	Hedypetes candy
spam	URGENT: Your account is partial. Impartial at http://impartial-scam.com
ham	Pampusana candy
spam	PRIZE: You've won partial! You're partial! Claim your impartial!
ham	Gallicolumba candy
spam	EMPLOYMENT: Partial beings! Impartial beings!
ham	Alectroenas candy
spam	URGENT: Your subscription is partial. Impartial at http://impartial-sub-scam.com
ham	Ptilinopus candy
spam	WINNER: You've won impartial! You're impartial! Claim your partial!
ham	Drepanoptila candy
spam	URGENT: Your identity is impartial. Partial at http://partial-impartial-scam.com
ham	Cryptophaps candy
spam	INHERITANCE: You inherit impartial. It inherits you! Claim your partial!
ham	Phapitreron candy
spam	CASH: Impartial money! Partial currency! Biased your wealth!
ham	Ptilinopus candy
spam	URGENT: Your account is biased. Unbiased at http://unbiased-scam.com
ham	Ducula candy
spam	PRIZE: You've won biased! You're biased! Claim your unbiased!
ham	Lopholaimus candy
spam	BUSINESS: Biased business! Unbiased everything! Biased nothing!
ham	Hedypetes candy
spam	URGENT: Your computer is biased. Unbiased at http://unbiased-scam.com
ham	Pampusana candy
spam	CONGRATULATIONS! You've won unbiased! You're unbiased! Claim your biased!
ham	Gallicolumba candy
spam	URGENT: Your subscription is unbiased. Biased at http://biased-sub-scam.com
ham	Alectroenas candy
spam	WINNER: You've won the bias! Unbiased! Claim your bias!
ham	Ptilinopus candy
spam	URGENT: Your identity is unbiased. Biased at http://biased-unbiased-scam.com
ham	Drepanoptila candy
spam	INHERITANCE: You inherit unbiased. It inherits you! Claim your biased!
ham	Cryptophaps candy
spam	CASH: Unbiased money! Biased currency! Neutral your wealth!
ham	Phapitreron candy
spam	URGENT: Your account is neutral. Partisan at http://partisan-scam.com
ham	Ptilinopus candy
spam	PRIZE: You've won neutral! You're neutral! Claim your partisan!
ham	Ducula candy
spam	EMPLOYMENT: Neutral beings! Partisan beings!
ham	Lopholaimus candy
spam	URGENT: Your subscription is neutral. Partisan at http://partisan-sub-scam.com
ham	Hedypetes candy
spam	WINNER: You've won partisan! You're partisan! Claim your neutral!
ham	Pampusana candy
spam	URGENT: Your identity is partisan. Neutral at http://neutral-partisan-scam.com
ham	Gallicolumba candy
spam	INHERITANCE: You inherit partisan. It inherits you! Claim your neutral!
ham	Alectroenas candy
spam	CASH: Partisan money! Neutral currency! Political your wealth!
ham	Ptilinopus candy
spam	URGENT: Your account is political. Apolitical at http://apolitical-scam.com
ham	Drepanoptila candy
spam	PRIZE: You've won political! You're political! Claim your apolitical!
ham	Cryptophaps candy
spam	BUSINESS: Political business! Apolitical everything! Political nothing!
ham	Phapitreron candy
spam	URGENT: Your computer is political. Apolitical at http://apolitical-scam.com
ham	Ptilinopus candy
spam	CONGRATULATIONS! You've won apolitical! You're apolitical! Claim your political!
ham	Ducula candy
spam	URGENT: Your subscription is apolitical. Political at http://political-sub-scam.com
ham	Lopholaimus candy
spam	WINNER: You've won the politics! No politics! Claim your politics!
ham	Hedypetes candy
spam	URGENT: Your identity is apolitical. Political at http://political-apolitical-scam.com
ham	Pampusana candy
spam	INHERITANCE: You inherit apolitical. It inherits you! Claim your political!
ham	Gallicolumba candy
spam	CASH: Apolitical money! Political currency! Nonpartisan your wealth!
ham	Alectroenas candy
spam	URGENT: Your account is nonpartisan. Partisan at http://partisan-scam.com
ham	Ptilinopus candy
spam	PRIZE: You've won nonpartisan! You're nonpartisan! Claim your partisan!
ham	Drepanoptila candy
spam	EMPLOYMENT: Nonpartisan beings! Partisan beings!
ham	Cryptophaps candy
spam	URGENT: Your subscription is nonpartisan. Partisan at http://partisan-sub-scam.com
ham	Phapitreron candy
spam	WINNER: You've won partisan! You're partisan! Claim your nonpartisan!
ham	Ptilinopus candy
spam	URGENT: Your identity is partisan. Nonpartisan at http://nonpartisan-partisan-scam.com
ham	Ducula candy
spam	INHERITANCE: You inherit partisan. It inherits you! Claim your nonpartisan!
ham	Lopholaimus candy
spam	CASH: Partisan money! Nonpartisan currency! Factional your wealth!
ham	Hedypetes candy
spam	URGENT: Your account is factional. Nonfactional at http://nonfactional-scam.com
ham	Pampusana candy
spam	PRIZE: You've won factional! You're factional! Claim your nonfactional!
ham	Gallicolumba candy
spam	BUSINESS: Factional business! Nonfactional everything! Factional nothing!
ham	Alectroenas candy
spam	URGENT: Your computer is factional. Nonfactional at http://nonfactional-scam.com
ham	Ptilinopus candy
spam	CONGRATULATIONS! You've won nonfactional! You're nonfactional! Claim your factional!
ham	Drepanoptila candy
spam	URGENT: Your subscription is nonfactional. Factional at http://factional-sub-scam.com
ham	Cryptophaps candy
spam	WINNER: You've won the faction! Nonfaction! Claim your faction!
ham	Phapitreron candy
spam	URGENT: Your identity is nonfactional. Factional at http://factional-nonfactional-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit nonfactional. It inherits you! Claim your factional!
ham	Ducula candy
spam	CASH: Nonfactional money! Factional currency! Sectarian your wealth!
ham	Lopholaimus candy
spam	URGENT: Your account is sectarian. Nonsectarian at http://nonsectarian-scam.com
ham	Hedypetes candy
spam	PRIZE: You've won sectarian! You're sectarian! Claim your nonsectarian!
ham	Pampusana candy
spam	EMPLOYMENT: Sectarian beings! Nonsectarian beings!
ham	Gallicolumba candy
spam	URGENT: Your subscription is sectarian. Nonsectarian at http://nonsectarian-sub-scam.com
ham	Alectroenas candy
spam	WINNER: You've won nonsectarian! You're nonsectarian! Claim your sectarian!
ham	Ptilinopus candy
spam	URGENT: Your identity is nonsectarian. Sectarian at http://sectarian-nonsectarian-scam.com
ham	Drepanoptila candy
spam	INHERITANCE: You inherit nonsectarian. It inherits you! Claim your sectarian!
ham	Cryptophaps candy
spam	CASH: Nonsectarian money! Sectarian currency! Denominational your wealth!
ham	Phapitreron candy
spam	URGENT: Your account is denominational. Nondenominational at http://nondenominational-scam.com
ham	Ptilinopus candy
spam	PRIZE: You've won denominational! You're denominational! Claim your nondenominational!
ham	Ducula candy
spam	BUSINESS: Denominational business! Nondenominational everything! Denominational nothing!
ham	Lopholaimus candy
spam	URGENT: Your computer is denominational. Nondenominational at http://nondenominational-scam.com
ham	Hedypetes candy
spam	CONGRATULATIONS! You've won nondenominational! You're nondenominational! Claim your denominational!
ham	Pampusana candy
spam	URGENT: Your subscription is nondenominational. Denominational at http://denominational-sub-scam.com
ham	Gallicolumba candy
spam	WINNER: You've won the denomination! Nondenomination! Claim your denomination!
ham	Alectroenas candy
spam	URGENT: Your identity is nondenominational. Denominational at http://denominational-nondenominational-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit nondenominational. It inherits you! Claim your denominational!
ham	Drepanoptila candy
spam	CASH: Nondenominational money! Denominational currency! Interfaith your wealth!
ham	Cryptophaps candy
spam	URGENT: Your account is interfaith. Nonfaith at http://nonfaith-scam.com
ham	Phapitreron candy
spam	PRIZE: You've won interfaith! You're interfaith! Claim your nonfaith!
ham	Ptilinopus candy
spam	EMPLOYMENT: Interfaith beings! Nonfaith beings!
ham	Ducula candy
spam	URGENT: Your subscription is interfaith. Nonfaith at http://nonfaith-sub-scam.com
ham	Lopholaimus candy
spam	WINNER: You've won nonfaith! You're nonfaith! Claim your interfaith!
ham	Hedypetes candy
spam	URGENT: Your identity is nonfaith. Interfaith at http://interfaith-nonfaith-scam.com
ham	Pampusana candy
spam	INHERITANCE: You inherit nonfaith. It inherits you! Claim your interfaith!
ham	Gallicolumba candy
spam	CASH: Nonfaith money! Interfaith currency! Faithless your wealth!
ham	Alectroenas candy
spam	URGENT: Your account is faithless. Faithful at http://faithful-scam.com
ham	Ptilinopus candy
spam	PRIZE: You've won faithless! You're faithless! Claim your faithful!
ham	Drepanoptila candy
spam	BUSINESS: Faithless business! Faithful everything! Faithless nothing!
ham	Cryptophaps candy
spam	URGENT: Your computer is faithless. Faithful at http://faithful-scam.com
ham	Phapitreron candy
spam	CONGRATULATIONS! You've won faithful! You're faithful! Claim your faithless!
ham	Ptilinopus candy
spam	URGENT: Your subscription is faithful. Faithless at http://faithless-sub-scam.com
ham	Ducula candy
spam	WINNER: You've won the faith! Faithless! Claim your faith!
ham	Lopholaimus candy
spam	URGENT: Your identity is faithful. Faithless at http://faithless-faithful-scam.com
ham	Hedypetes candy
spam	INHERITANCE: You inherit faithful. It inherits you! Claim your faithless!
ham	Pampusana candy
spam	CASH: Faithful money! Faithless currency! Loyal your wealth!
ham	Gallicolumba candy
spam	URGENT: Your account is loyal. Disloyal at http://disloyal-scam.com
ham	Alectroenas candy
spam	PRIZE: You've won loyal! You're loyal! Claim your disloyal!
ham	Ptilinopus candy
spam	EMPLOYMENT: Loyal beings! Disloyal beings!
ham	Drepanoptila candy
spam	URGENT: Your subscription is loyal. Disloyal at http://disloyal-sub-scam.com
ham	Cryptophaps candy
spam	WINNER: You've won disloyal! You're disloyal! Claim your loyal!
ham	Phapitreron candy
spam	URGENT: Your identity is disloyal. Loyal at http://loyal-disloyal-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit disloyal. It inherits you! Claim your loyal!
ham	Ducula candy
spam	CASH: Disloyal money! Loyal currency! Treacherous your wealth!
ham	Lopholaimus candy
spam	URGENT: Your account is treacherous. Trustworthy at http://trustworthy-scam.com
ham	Hedypetes candy
spam	PRIZE: You've won treacherous! You're treacherous! Claim your trustworthy!
ham	Pampusana candy
spam	BUSINESS: Treacherous business! Trustworthy everything! Treacherous nothing!
ham	Gallicolumba candy
spam	URGENT: Your computer is treacherous. Trustworthy at http://trustworthy-scam.com
ham	Alectroenas candy
spam	CONGRATULATIONS! You've won trustworthy! You're trustworthy! Claim your treacherous!
ham	Ptilinopus candy
spam	URGENT: Your subscription is trustworthy. Treacherous at http://treacherous-sub-scam.com
ham	Drepanoptila candy
spam	WINNER: You've won the treachery! Trust! Claim your treachery!
ham	Cryptophaps candy
spam	URGENT: Your identity is trustworthy. Treacherous at http://treacherous-trustworthy-scam.com
